,Provider Name,Procedures,Provider State,Region,Count Of Services,Charges,Payment,Cluster_22
2576,ST ANTHONY REGIONAL HOSPITAL,29,1,1,1798,247114.43999999994,97061.60999999996,7
2577,ST ANTHONY SUMMIT MEDICAL CENTER,12,1,1,497,351336.74,66265.29000000001,20
2578,ST ANTHONY'S HOSPITAL,98,2,2,8640,3112742.7400000007,719370.74,11
2579,ST ANTHONY'S MEDICAL CENTER,119,1,1,25929,2377098.1499999994,780491.5299999999,4
2580,ST ANTHONYS MEMORIAL HOSPITAL,83,1,1,10497,939077.5399999999,404671.2900000002,14
2581,ST BARNABAS HOSPITAL,66,1,1,14260,1529846.9000000001,943733.2100000002,1
2582,ST BERNARD HOSPITAL,39,1,1,1591,621992.9299999999,312812.0300000001,0
2583,ST BERNARDINE MEDICAL CENTER,82,1,1,5023,4301435.4,918166.7299999999,18
2584,ST BERNARDS MEDICAL CTR,115,1,1,20150,1345252.1400000001,863941.1999999997,4
2585,ST CATHERINE HOSPITAL,34,1,1,3345,470972.1399999999,223968.31999999998,7
2586,ST CATHERINE HOSPITAL INC,78,1,1,4409,1388767.72,559085.9699999999,14
2587,ST CATHERINE OF SIENA HOSPITAL,101,1,1,6452,4278262.850000002,802153.0700000003,18
2588,ST CHARLES HOSPITAL,58,1,1,3719,1765451.73,389728.80999999994,14
2589,ST CHARLES MEDICAL CENTER - BEND,88,1,1,5685,2190909.0500000003,719056.3499999997,1
2590,ST CHARLES MEDICAL CENTER - REDMOND,22,1,1,998,252288.00999999998,142837.8,7
2591,ST CHARLES PARISH HOSPITAL,15,1,1,455,110155.04000000001,41365.96000000001,20
2592,ST CLAIR MEMORIAL HOSPITAL,95,1,1,5917,1846401.0100000002,577144.0099999999,1
2593,ST CLAIRE REGIONAL MEDICAL CENTER,62,1,1,28129,841218.7899999998,336996.67,0
2594,ST CLARE HSPTL HLTH SVCS,39,1,1,2447,500652.4,171684.84999999998,7
2595,ST CLARE'S HOSPITAL OF WESTON INC,40,1,1,1209,604082.0700000001,270534.65,0
2596,ST CLOUD HOSPITAL,120,1,1,26904,3097246.8000000003,1161219.5400000007,4
2597,ST CLOUD REGIONAL MEDICAL CENTER,59,1,1,2553,1787920.3399999994,312490.56999999995,14
2598,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,107,1,1,6710,4589367.459999996,828440.97,16
2599,ST DAVIDS MEDICAL CENTER,111,1,1,20550,4285539.849999999,1062679.2999999998,16
2600,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,113,1,1,11831,2706306.2699999996,870600.9399999998,18
2601,ST EDWARD MERCY MEDICAL CENTER,100,1,1,8666,2643169.3000000017,726817.1399999998,18
2602,ST ELIZABETH BOARDMAN HEALTH CENTER,84,1,1,4992,1702455.5000000002,487761.33999999985,14
2603,ST ELIZABETH COMMUNITY HOSPITAL,39,1,1,2874,1071108.9300000002,252563.86,0
2604,ST ELIZABETH FLORENCE,74,1,1,10301,1440444.01,500425.63,14
2605,ST ELIZABETH FT THOMAS,77,1,1,9026,1522536.4700000004,495770.35999999975,14
2606,ST ELIZABETH HEALTH CENTER,107,1,1,12292,2758024.2900000024,824306.0599999999,18
2607,ST ELIZABETH HOSPITAL,92,2,2,6533,2389870.330000001,785438.7100000001,11
2608,ST ELIZABETH HSPTL,51,1,1,2849,609797.2400000001,308197.1899999999,0
2609,ST ELIZABETH MEDICAL CENTER,98,1,1,25041,1654814.8499999987,687455.4900000002,1
2610,ST ELIZABETH MEDICAL CENTER NORTH,116,1,1,32323,2756289.959999999,917512.2899999999,4
2611,ST ELIZABETH'S MEDICAL CENTER,101,1,1,24498,1609675.4600000004,1101012.4300000004,4
2612,ST FRANCIS COMMUNITY HOSPITAL,77,1,1,8145,2671470.45,650289.2099999998,1
2613,ST FRANCIS HEALTH CENTER INC,102,1,1,20021,1864906.4099999997,682880.0200000001,1
2614,ST FRANCIS HOSPITAL,115,6,6,31488,9400630.709999999,2258152.2800000017,6
2615,ST FRANCIS HOSPITAL & MEDICAL CENTER,120,1,1,25878,3116303.8699999996,1258402.0999999999,4
2616,"ST FRANCIS HOSPITAL, INC",111,1,1,11409,2257940.4500000007,739942.7100000001,18
2617,"ST FRANCIS HOSPITAL, ROSLYN",104,1,1,34597,4286948.48,961035.2,4
2618,ST FRANCIS MEDICAL CENTER,120,4,4,34919,12148564.559999997,2612681.95,2
2619,ST FRANCIS REGIONAL MEDICAL CENTER,52,1,1,3547,892013.9700000001,292471.60000000003,0
2620,ST FRANCIS-DOWNTOWN,107,1,1,10055,3992468.4699999997,755055.4199999999,18
2621,ST HELENA HOSPITAL,65,1,1,5811,4135952.7299999995,745605.3599999998,1
2622,ST JAMES HEALTHCARE,42,1,1,1715,892631.3800000001,363194.7399999999,0
2623,ST JAMES MERCY HOSPITAL,29,1,1,1444,257460.25000000003,178234.83000000002,7
2624,ST JOHN BROKEN ARROW,8,1,1,517,126954.25000000001,37970.6,20
2625,ST JOHN HOSPITAL AND MEDICAL CENTER,122,1,1,83146,2660278.0700000017,1139643.4400000004,15
2626,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,124,1,1,34347,2683355.2300000014,975116.92,4
2627,ST JOHN MEDICAL CENTER,100,1,1,5956,2212083.0499999993,791183.0500000003,18
2628,"ST JOHN MEDICAL CENTER, INC",122,1,1,16757,2582032.4899999984,894100.5899999995,18
2629,ST JOHN OWASSO,13,1,1,635,113698.46999999999,41416.869999999995,20
2630,ST JOHN RIVER DISTRICT HOSPITAL,40,1,1,9130,338604.71000000025,147907.77999999997,7
2631,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,68,1,1,11926,1810158.4,1004535.9199999999,1
2632,ST JOHN'S REGIONAL HEALTH CENTER,122,1,1,28659,3428159.630000001,928935.0000000001,4
2633,ST JOHN'S REGIONAL MEDICAL CENTER,101,1,1,9535,3147586.9499999993,772105.7999999997,18
2634,ST JOHN'S RIVERSIDE HOSPITAL,94,1,1,7667,2634088.5400000005,1065341.8499999996,18
2635,ST JOHNS HOSPITAL,112,1,1,18500,3141809.6099999994,949976.2800000001,4
2636,ST JOHNS HOSPITAL-LEBANON,36,1,1,7850,348186.3399999999,159600.88999999998,7
2637,ST JOHNS MEDICAL CENTER,14,1,1,1254,138003.05999999994,79643.54999999999,20
2638,ST JOHNS PLEASANT VALLEY HOSPITAL,65,1,1,6099,2982576.0000000005,435614.63999999996,14
2639,ST JOHNS REGIONAL MEDICAL CENTER,88,1,1,4164,5138940.269999999,931069.7299999997,16
2640,ST JOSEPH HEALTH CENTER,78,1,1,9258,1841103.0600000015,518782.95999999985,14
2641,ST JOSEPH HEALTH SERVICES OF RI,76,1,1,8069,1253826.2100000007,475034.37000000005,14
2642,ST JOSEPH HOSPITAL,118,6,7,47311,13112586.380000003,3344171.9500000007,6
2643,ST JOSEPH HOSPITAL & HEALTH CENTER INC,64,1,1,14025,1430060.4300000002,398580.51,14
2644,ST JOSEPH MEDICAL CENTER,126,5,6,77970,16605796.770000009,4349939.8299999945,6
2645,ST JOSEPH MERCY HOSPITAL,120,1,1,42698,2847027.54,994522.6299999992,4
2646,ST JOSEPH MERCY OAKLAND,113,1,1,13356,2301760.18,1062837.6199999999,18
2647,ST JOSEPH MERCY PORT HURON,59,1,1,3159,768189.9700000001,335039.60999999987,0
2648,ST JOSEPH REGIONAL HEALTH CENTER,112,1,1,19264,3921680.61,871092.4199999995,16
2649,ST JOSEPH REGIONAL MEDICAL CENTER,50,1,1,2987,992681.91,412660.70999999996,0
2650,ST JOSEPH'S HOSPITAL,119,3,3,35752,7987355.369999996,2184410.590000001,13
2651,ST JOSEPH'S HOSPITAL - SAVANNAH,95,1,1,4776,3235485.77,745217.7199999999,18
2652,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,84,1,1,5859,3792815.36,972927.1000000001,18
2653,ST JOSEPH'S HOSPITAL HEALTH CENTER,116,1,1,19432,2343700.7,1046058.5000000001,4
2654,"ST JOSEPH'S HOSPITAL, INC",52,1,1,7515,693884.0599999997,243600.31999999992,0
2655,ST JOSEPH'S MEDICAL CENTER,62,1,1,8006,732130.5499999999,639351.7800000003,14
2656,ST JOSEPH'S REGIONAL MEDICAL CENTER,119,1,1,22017,7000621.890000002,1344902.52,10
2657,ST JOSEPHS COM HSPTL WEST BEND,48,1,1,4945,663904.0900000001,225341.32999999987,0
2658,ST JOSEPHS HEALTHCARE SYSTEM,37,1,1,1246,536626.2300000001,204590.79000000004,7
2659,ST JOSEPHS HOSPITAL,29,1,1,1581,302079.37000000005,140059.46,7
2660,ST JOSEPHS HSPTL,33,1,1,1961,339661.0600000002,135466.01,7
2661,ST JOSEPHS MED CENTER OF STOCKTON,100,1,1,10465,6934985.1499999985,1168515.8900000004,10
2662,ST JOSEPHS MERCY HEALTH CENTER INC,104,1,1,15804,2783046.980000001,753697.1700000002,18
2663,ST JUDE MEDICAL CENTER,96,1,1,8794,5392605.7299999995,891270.9099999999,16
2664,ST LOUIS UNIVERSITY HOSPITAL,94,1,1,12807,3935490.720000002,1086938.56,16
2665,ST LUCIE MEDICAL CENTER,102,1,1,6118,5460315.960000003,828336.8999999998,16
2666,ST LUKE'S CORNWALL HOSPITAL,102,1,1,7759,3418122.3900000006,930353.0,18
2667,ST LUKE'S HOSPITAL,99,1,1,9931,1826483.4800000007,649101.3799999997,1
2668,"ST LUKE'S HOSPITAL AT THE VINTAGE, LLC",6,1,1,81,203042.35,31530.85,20
2669,ST LUKE'S HOSPITAL BETHLEHEM,123,1,1,36922,6001232.17,1039552.3900000002,10
2670,ST LUKE'S MINERS MEMORIAL HOSPITAL,45,1,1,2510,739355.62,204791.59,0
2671,ST LUKE'S PATIENTS MEDICAL CENTER,44,1,1,2320,821872.49,186632.12999999998,0
2672,ST LUKE'S QUAKERTOWN HOSPITAL,43,1,1,3625,1086480.6400000004,165783.70000000004,0
2673,ST LUKE'S ROOSEVELT HOSPITAL,112,1,1,36078,4352073.97,1593364.7500000002,10
2674,ST LUKE'S SUGAR LAND HOSPITAL,32,1,1,827,1175810.15,283761.09,0
2675,ST LUKE'S THE WOODLANDS HOSPITAL,65,1,1,2946,2339786.479999999,542995.5599999999,14
2676,ST LUKE'S WARREN HOSPITAL,85,1,1,6037,4367718.080000001,648278.7099999998,18
2677,ST LUKES EPISCOPAL HOSPITAL,117,1,1,20996,4939115.7299999995,1211546.3600000003,10
2678,ST LUKES HOSPITAL,125,3,3,39564,7153314.029999999,2356366.2800000003,13
2679,ST LUKES HOSPITAL OF KANSAS CITY,113,1,1,16584,4781643.369999997,1003632.6999999997,16
2680,ST LUKES LAKESIDE HOSPITAL,11,1,1,792,310666.0800000001,116754.56999999999,20
2681,ST LUKES MAGIC VALLEY RMC,78,1,1,7969,1388339.74,607595.7800000001,14
2682,ST LUKES MEDICAL CENTER,33,1,1,1868,893233.2799999999,183012.05999999997,7
2683,ST LUKES NORTHLAND HOSPITAL,63,1,1,5447,1502402.7900000003,320695.05000000005,14
2684,ST LUKES REGIONAL MEDICAL CENTER,115,2,2,69370,3708873.8699999996,1430488.7099999995,17
2685,ST MARGARETS HOSPITAL,45,1,1,3268,612060.8600000001,190027.71000000002,0
2686,ST MARKS HOSPITAL,86,1,1,11900,2217054.63,664913.0300000001,1
2687,ST MARKS MEDICAL CENTER,30,1,1,1413,267465.95,145507.66000000006,7
2688,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,98,1,1,12034,3761947.0300000007,1041607.5499999996,16
2689,ST MARY MEDICAL CENTER,122,3,4,27330,12524767.950000005,2779614.3000000003,2
2690,ST MARY MEDICAL CENTER INC,103,1,1,12056,2121771.9699999993,714062.8899999999,1
2691,ST MARY MERCY HOSPITAL,109,1,1,9783,1843048.4899999993,779781.11,18
2692,ST MARY'S HOSPITAL,116,2,2,19561,4472049.089999997,1427101.6099999994,5
2693,ST MARY'S HOSPITAL AT AMSTERDAM,66,1,1,3828,776332.4099999998,333248.83,0
2694,"ST MARY'S HOSPITAL, PASSAIC",97,1,1,6797,4359466.489999997,920701.3300000003,16
2695,ST MARY'S MEDICAL CENTER,120,4,4,35337,8883896.759999996,2159977.129999997,2
2696,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,116,1,1,13100,2944778.890000001,808723.37,18
2697,ST MARY'S OF MICHIGAN MEDICAL CENTER,100,1,1,11528,2427007.589999999,802262.3499999997,18
2698,ST MARY'S REGIONAL MEDICAL CENTER,79,1,1,5599,2130826.8299999996,411077.5600000002,14
2699,ST MARYS HEALTH CENTER,91,1,1,7224,1895631.800000001,536216.2000000001,1
2700,ST MARYS HOSPITAL,107,2,4,24126,4007555.309999999,1481159.140000001,13
2701,ST MARYS HOSPITAL AND MEDICAL CENTER,93,1,1,10985,2351497.010000001,731830.0899999995,1
2702,ST MARYS HSPTL MED CTR,45,1,1,2489,730056.3300000001,269207.26,0
2703,ST MARYS REGIONAL MEDICAL CENTER,76,2,2,9765,2115507.7199999997,624884.55,11
2704,ST NICHOLAS HOSPITAL,36,1,1,2894,455948.0300000001,157441.17000000004,7
2705,ST PATRICK HOSPITAL,80,1,1,12482,1597110.2399999995,565010.36,1
2706,ST PETER'S HOSPITAL,112,2,2,18766,3374754.3599999994,1051645.86,5
2707,ST PETERSBURG GENERAL HOSPITAL,58,1,1,2863,4044241.850000001,441171.6799999999,1
2708,ST RITA'S MEDICAL CENTER,119,1,1,23961,3278025.02,834994.7800000005,4
2709,ST ROSE HOSPITAL,64,1,1,2660,5470510.080000001,892277.7999999999,18
2710,ST TAMMANY PARISH HOSPITAL,94,1,1,9097,3492354.459999999,646391.3400000001,18
2711,ST THOMAS HOSPITAL,108,1,1,19855,2645096.1799999997,766067.2999999999,18
2712,ST VINCENT CARMEL HOSPITAL INC,32,1,1,3547,732791.5099999999,177552.37,7
2713,ST VINCENT CHARITY MEDICAL CENTER,57,1,1,7476,1125822.53,441358.62,14
2714,ST VINCENT HEALTHCARE,93,1,1,13807,1883017.8100000005,737779.4299999995,1
2715,ST VINCENT HEART CENTER OF INDIANA LLC,32,1,1,2611,869203.87,208819.98,7
2716,ST VINCENT HOSPITAL,109,2,2,25586,3328750.870000003,1760152.349999999,5
2717,ST VINCENT HOSPITAL & HEALTH SERVICES,120,1,1,40632,3785082.2399999998,1054145.7900000003,4
2718,ST VINCENT HSPTL,75,1,1,8109,1537077.9300000004,560302.5799999997,14
2719,ST VINCENT INFIRMARY MEDICAL CENTER,113,1,1,21091,2960152.9600000014,850381.0599999998,4
2720,ST VINCENT MEDICAL CENTER/NORTH,36,1,1,1243,582223.6500000001,172304.28999999995,7
2721,ST VINCENT'S BIRMINGHAM,112,1,1,11345,2555345.0400000005,811569.7499999999,18
2722,ST VINCENT'S EAST,97,1,1,4729,2437098.78,715313.0300000001,1
2723,ST VINCENT'S MEDICAL CENTER,121,2,2,31722,6902217.139999997,2017983.379999999,5
2724,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,73,1,1,4560,2251498.6800000006,484830.6200000001,14
2725,ST VINCENT'S ST CLAIR,18,1,1,788,215535.62000000005,74213.64999999998,20
2726,ST VINCENTS BLOUNT,22,1,1,869,268422.13,97758.87000000002,7
2727,"STAFFORD HOSPITAL, LLC",35,1,1,3836,629087.2399999999,177010.41999999998,7
2728,STAMFORD HOSPITAL,94,1,1,10204,3887936.4899999993,926904.2700000004,18
2729,STAMFORD MEMORIAL HOSPITAL,9,1,1,272,41800.619999999995,26460.87,20
2730,STANFORD HOSPITAL,116,1,1,94296,12152650.499999998,2131164.95,3
2731,STANISLAUS SURGICAL HOSPITAL,8,1,1,1877,74315.79999999999,20917.870000000003,20
2732,STANLY REGIONAL MEDICAL CENTER,60,1,1,6660,915406.2500000001,382478.41000000015,0
2733,STARR COUNTY MEMORIAL HOSPITAL,29,1,1,2401,171746.68000000005,109945.33999999998,7
2734,STATEN ISLAND UNIVERSITY HOSPITAL,116,1,1,46405,3512697.69,1306281.0999999992,15
2735,STEPHENS COUNTY HOSPITAL,38,1,1,1664,515083.24999999994,174933.81,7
2736,STEPHENS MEMORIAL HOSPITAL,15,2,2,699,110021.7,61218.92999999999,11
2737,STERLING REGIONAL MEDCENTER,32,1,1,1946,385162.6499999999,184200.87999999995,7
2738,STILLWATER MEDICAL CENTER,54,1,1,10126,645857.3499999999,265431.77999999997,0
2739,STONECREST MEDICAL CENTER,42,1,1,1573,782470.5700000001,228100.37000000002,0
2740,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,14,1,1,507,85426.01000000001,54736.21000000001,20
2741,STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP,22,1,1,745,169729.69000000003,98470.22,20
2742,STONEWALL JACKSON MEM HOSP,38,1,1,5523,276487.91000000015,136302.06,7
2743,STORMONT-VAIL HEALTHCARE,117,1,1,16530,3841657.5799999996,904049.9600000002,16
2744,STRAUB CLINIC AND HOSPITAL,71,1,1,88265,2023881.9700000004,620370.5799999998,12
2745,STRINGFELLOW MEMORIAL HOSPITAL,69,1,1,3794,1916429.3599999994,327605.16999999987,14
2746,STRONG MEMORIAL HOSPITAL,112,1,1,33485,2051272.84,1209709.22,4
2747,STURDY MEMORIAL HOSPITAL,89,1,1,9855,1162475.1400000006,671739.6100000002,1
2748,STURGIS HOSPITAL,34,1,1,2576,223573.56000000006,142229.53000000003,7
2749,SUBURBAN HOSPITAL,90,1,1,4857,1092652.4199999997,1030548.6899999996,1
2750,SUGAR LAND SURGICAL HOSPITAL LLP,5,1,1,412,59776.32000000001,13323.03,20
2751,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,76,1,1,8588,2250394.9100000006,471380.22999999986,14
2752,SUMMA HEALTH SYSTEMS HOSPITALS,117,1,1,31022,4376770.18,981314.3899999998,4
2753,SUMMA WADSWORTH-RITTMAN HOSPITAL,40,1,1,1972,595352.1299999999,137620.27000000005,7
2754,SUMMA WESTERN RESERVE HOSPITAL,45,1,1,5951,1142732.9400000004,228353.22999999992,0
2755,SUMMERLIN HOSPITAL MEDICAL CENTER,96,1,1,5551,6322201.909999999,815997.2899999999,16
2756,SUMMERSVILLE REGIONAL MEDICAL CENTER,29,1,1,1801,225028.99000000002,134135.72000000003,7
2757,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,40,1,1,2848,792572.9099999999,322707.59,0
2758,SUMMIT MEDICAL CENTER,80,3,3,5195,3157517.780000001,662279.0,13
2759,SUMMIT SURGICAL LLC,2,1,1,126,25406.550000000003,10593.85,20
2760,SUMNER REGIONAL MEDICAL CENTER,69,2,2,6391,1326825.39,426313.8500000002,11
2761,SUNBURY COMMUNITY HOSPITAL,22,1,1,1205,437939.21,103575.79,7
2762,SUNRISE HOSPITAL AND MEDICAL CENTER,111,1,1,6222,7294770.4300000025,1149243.7800000003,10
2763,SURGICAL HOSPITAL AT SOUTHWOODS,4,1,1,527,35716.3,11742.429999999998,20
2764,SURGICAL HOSPITAL OF OKLAHOMA,3,1,1,349,60427.14,14719.689999999999,20
2765,SURGICAL INSTITUTE OF READING,4,1,1,352,174741.82000000004,35692.13,20
2766,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,18,1,1,23569,50908.86000000001,20314.22,7
2767,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,6,1,1,527,144904.04,51950.479999999996,20
2768,SUSAN B ALLEN MEMORIAL HOSPITAL,27,1,1,3610,373872.39,121781.38,7
2769,SUTTER AMADOR HOSPITAL,34,1,1,3586,745281.1399999999,197108.92,7
2770,SUTTER AUBURN FAITH HOSPITAL,55,1,1,3815,1552906.5200000005,356787.24999999994,14
2771,SUTTER COAST HOSPITAL,34,1,1,2007,813935.0699999998,254594.3,7
2772,SUTTER DAVIS HOSPITAL,21,1,1,792,578345.36,134960.35,7
2773,SUTTER DELTA MEDICAL CENTER,74,1,1,3592,3453013.139999999,701010.0500000002,1
2774,SUTTER GENERAL HOSPITAL,105,1,1,9463,5729322.900000002,1179987.1699999995,10
2775,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,3,1,1,165,72674.64,20339.15,20
2776,SUTTER MEDICAL CENTER OF SANTA ROSA,38,1,1,969,1733476.1500000004,513095.53000000014,0
2777,SUTTER ROSEVILLE MEDICAL CENTER,105,1,1,6366,4467757.669999996,955463.6000000002,16
2778,SUTTER SOLANO MEDICAL CENTER,42,1,1,1365,2033152.1500000004,434431.1199999999,14
2779,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,2,1,1,381,70276.64,13484.08,20
2780,SUTTER TRACY COMMUNITY HOSPITAL,48,1,1,4545,1518030.4400000002,289003.78,0
2781,SWEDISH AMERICAN HOSPITAL,111,1,1,13352,4328837.58,1005214.4100000004,16
2782,SWEDISH COVENANT HOSPITAL,109,1,1,14745,5034661.76,1129497.4800000002,16
2783,SWEDISH EDMONDS HOSPITAL,77,1,1,12916,2202180.8800000013,588412.91,1
2784,SWEDISH MEDICAL CENTER,114,2,2,33951,8137477.560000002,1709369.1799999997,5
2785,SWEDISH MEDICAL CENTER/CHERRY HILL,62,1,1,9788,2426782.92,491734.63999999996,14
2786,SWEETWATER HOSPITAL ASSOCIATION,31,1,1,1398,386110.87,133030.06999999995,7
2787,SYCAMORE SHOALS HOSPITAL,40,1,1,1764,720426.8500000001,185128.48,7
2788,T J SAMSON COMMUNITY HOSPITAL,67,1,1,8815,907973.24,430912.6899999999,14
2789,TACOMA GENERAL ALLENMORE HOSPITAL,108,1,1,39612,4402523.199999998,1096488.6300000001,4
2790,TAHLEQUAH CITY HOSPITAL,57,1,1,6268,716564.1800000002,312903.96,0
2791,TAKOMA REGIONAL HOSPITAL,39,1,1,22091,356936.65,124912.40000000002,7
2792,TALLAHASSEE MEMORIAL HEALTHCARE,107,1,1,8465,3319793.7200000016,868402.05,18
2793,TAMPA GENERAL HOSPITAL,118,1,1,17288,7027217.8199999975,1279408.56,10
2794,TANNER MEDICAL CENTER - CARROLLTON,81,1,1,6317,1812167.1700000004,594856.7899999996,1
2795,TANNER MEDICAL CENTER VILLA RICA,20,1,1,1425,230941.17,91631.27000000003,20
2796,TAWAS ST JOSEPH HOSPITAL,35,1,1,8341,176176.77000000002,138015.54999999996,7
2797,TAYLOR REGIONAL HOSPITAL,57,2,2,6664,857472.07,388105.5499999999,11
2798,TECHE REGIONAL MEDICAL CENTER,37,1,1,1300,789994.08,200086.18000000002,7
2799,TEMPLE COMMUNITY HOSPITAL,40,1,1,1323,1264165.75,323842.52999999985,0
2800,TEMPLE UNIVERSITY HOSPITAL,72,1,1,2416,9131351.700000003,1253510.85,10
2801,TENNOVA HEALTHCARE,117,1,1,31657,2852632.86,773287.6699999999,4
2802,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,43,1,1,3094,633699.54,185813.51,0
2803,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,33,1,1,2039,386072.6499999999,127626.41999999998,7
2804,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,23,1,1,1202,274567.26000000007,102404.05000000002,7
2805,TERRE HAUTE REGIONAL HOSPITAL,79,1,1,4219,2808286.159999999,599148.4600000001,1
2806,TERREBONNE GENERAL MEDICAL CENTER,95,1,1,5041,2940552.32,770468.8199999991,18
2807,TEXAS COUNTY MEMORIAL HOSPITAL,27,1,1,1588,212208.00000000003,119472.65000000002,7
2808,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,90,1,1,4826,2879722.519999999,742857.9799999999,1
2809,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,5,1,1,1015,136787.52,44071.1,20
2810,TEXAS HEALTH HARRIS METHODIST FORT WORTH,117,1,1,9623,3867080.91,978546.0599999997,16
2811,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,30,1,1,833,412392.6999999999,152162.16999999998,7
2812,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,39,1,1,1418,860814.3300000001,212708.64,0
2813,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,5,1,1,1042,132859.17,40839.43,20
2814,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,67,1,1,2924,1937402.7700000005,423404.7800000001,14
2815,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,40,1,1,2359,560598.3899999999,190156.44000000006,7
2816,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,89,1,1,4628,2587150.8900000006,602207.5000000002,1
2817,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,6,1,1,115,158611.27999999997,30471.399999999998,20
2818,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,115,1,1,15536,3936077.53,967101.8500000003,16
2819,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,32,1,1,1359,577593.5700000001,147078.02000000002,7
2820,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,81,1,1,3737,2944443.010000001,624071.5199999999,1
2821,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,18,1,1,341,551169.98,121483.07,7
2822,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,41,1,1,3197,577166.93,175467.73999999996,7
2823,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,86,1,1,3679,2335811.3199999994,523402.96999999974,1
2824,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,36,1,1,1569,676623.2500000001,186799.20000000007,7
2825,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,89,1,1,4421,2856508.7999999993,664538.8899999999,1
2826,TEXAS ORTHOPEDIC HOSPITAL,7,1,1,2334,242114.03999999998,55398.93,20
2827,TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE,40,1,1,1033,1678493.8900000001,446996.24,0
2828,TEXAS SPINE AND JOINT HOSPITAL,13,1,1,6470,202364.70999999996,52790.3,20
2829,TEXOMA MEDICAL CENTER,94,1,1,6095,2820240.5999999996,734522.6099999999,18
2830,TEXSAN HEART HOSPITAL,7,1,1,174,254818.76,47034.92,20
2831,THE CENTER FOR SPINAL SURGERY,3,1,1,315,106930.93999999999,36258.990000000005,20
2832,"THE FAUQUIER HOSPITAL, INC",71,1,1,6037,1285624.98,447175.8400000001,14
2833,THE FINLEY HOSPITAL,66,1,1,6150,694357.0199999999,269199.6,0
2834,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,22,1,1,907,432725.84999999986,121867.28,7
2835,THE HEART HOSPITAL BAYLOR PLANO,29,1,1,1774,803678.4099999999,201208.93000000005,7
2836,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,13,1,1,613,168127.27,84981.75,20
2837,THE MCDOWELL HOSPITAL,38,1,1,2730,294585.43999999994,167784.0,7
2838,THE MEDICAL CENTER AT BOWLING GREEN,112,1,1,9674,2548965.880000001,835864.9599999997,18
2839,THE MEDICAL CENTER OF SOUTHEAST TEXAS,56,1,1,2319,1783120.8299999998,325296.75,14
2840,THE MONROE CLINIC,48,1,1,14301,561843.7199999999,185679.40000000002,0
2841,THE NEBRASKA MEDICAL CENTER,120,1,1,30482,3631967.1500000004,1155926.96,4
2842,THE NEBRASKA METHODIST HOSPITAL,106,1,1,14985,2927003.4199999995,777822.9800000001,18
2843,THE NEUROMEDICAL CENTER HOSPITAL,5,1,1,848,139555.43,34939.079999999994,20
2844,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,8,1,1,1112,284249.80999999994,62959.960000000014,20
2845,THE ORTHOPEDIC SPECIALTY HOSPITAL,5,1,1,532,88574.18,40957.56,20
2846,THE QUEENS MEDICAL CENTER,103,1,1,10292,2958708.830000001,1153036.5700000003,16
